title,artist,genre,bpm,energy,dance
Könige für einen Tag,Böhse Onkelz,hard-rock,100.159,0.915,0.179
Tudo Que Ela Gosta de Escutar - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,72.113,0.97,0.432
Se Você Pensa - Ao Vivo,Pitty,hard-rock,112.325,0.92,0.394
Só os loucos sabem - Ao Vivo,Charlie Brown Jr.,hard-rock,104.233,0.894,0.467
Quinta-Feira - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,151.268,0.912,0.394
Boca Aberta,Pitty,hard-rock,77.825,0.897,0.403
Sonho Médio,Dead Fish,hard-rock,102.305,0.995,0.395
Quieren Dinero,Los Prisioneros,hard-rock,145.45,0.665,0.618
Mary Jane,Planet Hemp,hard-rock,162.525,0.965,0.392
Tardes De Outono,Rosa Tattooada,hard-rock,130.014,0.678,0.629
Milésima Canção de Amor,Acústicos & Valvulados,hard-rock,119.968,0.869,0.504
Querem Meu Sangue (The Harder They Come) - Ao Vivo [Participação Especial de Jimmy Cliff],Titãs,hard-rock,124.792,0.871,0.673
Rapante - Ao Vivo | Acústico,Raimundos,hard-rock,94.449,0.947,0.418
We’ll Be Back,Megadeth,hard-rock,174.952,0.96,0.405
Dr. Feelgood (2021- Remaster),Mötley Crüe,hard-rock,110.959,0.964,0.533
Tears of the Dragon (2001 - Remaster),Bruce Dickinson,hard-rock,140.06,0.62,0.496
Heartbreak Station,Cinderella,hard-rock,114.729,0.51,0.597
Animal,Def Leppard,hard-rock,119.526,0.921,0.583
Night Moves,Bob Seger,hard-rock,118.552,0.743,0.705
Santa Fe,Jon Bon Jovi,hard-rock,140.106,0.507,0.518
It's So Easy,Guns N Roses,hard-rock,150.634,0.973,0.374
Miracle,Jon Bon Jovi,hard-rock,92.007,0.677,0.577
Back In the Game,Airbourne,hard-rock,97.006,0.96,0.586
Beyond the Realms of Death,Judas Priest,hard-rock,172.123,0.716,0.287
Peace Sells - Remastered,Megadeth,hard-rock,138.042,0.932,0.322
Sentir,Bullet Bane,hard-rock,136.08,0.771,0.474
Rock and Roll Ain't Noise Pollution,AC/DC,hard-rock,94.853,0.659,0.576
Longe de Você - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,113.453,0.841,0.58
Tren al Sur (En Vivo),Los Prisioneros,hard-rock,89.848,0.914,0.363
Amanhã não se sabe,Titãs,hard-rock,128.235,0.844,0.599
Freight Train,Vandenberg,hard-rock,128.974,0.921,0.597
Pontes Indestrutíveis - Versão Acústica,Charlie Brown Jr.,hard-rock,153.04,0.469,0.753
O Nosso Blues,Charlie Brown Jr.,hard-rock,155.142,0.907,0.67
Too Fast Live Too Young Too Die,Charlie Brown Jr.,hard-rock,96.781,0.942,0.473
El Espejo,Todos Tus Muertos,hard-rock,127.988,0.561,0.468
Sempre Que Eu Fico Feliz Eu Bebo,Gramofocas,hard-rock,140.187,0.917,0.374
"O Mundo é Bão, Sebastião",Titãs,hard-rock,155.853,0.988,0.393
What?,Rob Zombie,hard-rock,139.995,0.976,0.551
Test Drive de Freio de Camburão,Planet Hemp,hard-rock,97.211,0.946,0.435
Lindo Momento,Fiskales Ad-Hok,hard-rock,111.152,0.954,0.487
Pequena Morte,Pitty,hard-rock,121.139,0.843,0.527
Sob a Mira,Matanza,hard-rock,182.035,0.988,0.206
Sin Salida,BBS Paranoicos,hard-rock,155.947,0.885,0.478
Te Levar Daqui - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,87.064,0.991,0.375
Suspenso no Espaço,Acústicos & Valvulados,hard-rock,155.832,0.89,0.42
Assim Começa a Bebedeira,Matanza,hard-rock,170.081,0.941,0.479
"Bocas Ordinárias, Guerrilhas - Extra - Turne Internacional",Charlie Brown Jr.,hard-rock,163.943,0.992,0.485
Futuro do País,Planet Hemp,hard-rock,124.975,0.854,0.476
Mas Vó... - Ao Vivo | Acústico,Raimundos,hard-rock,122.028,0.746,0.703
Bonita - Ao Vivo | Acústico,Raimundos,hard-rock,185.979,0.945,0.493
Nega Jurema - Ao Vivo | Acústico,Raimundos,hard-rock,98.983,0.975,0.676
Bitter Taste,Billy Idol,hard-rock,119.003,0.934,0.579
Holiday (2015 - Remaster),Scorpions,hard-rock,117.95,0.426,0.436
Saturday Night,The Black Moods,hard-rock,93.971,0.931,0.419
Pink,Aerosmith,hard-rock,171.85,0.751,0.432
St. Anger,Metallica,hard-rock,93.043,0.947,0.396
Iron Man (2012 - Remaster),Black Sabbath,hard-rock,155.28,0.796,0.336
Patient Number 9 (feat. Jeff Beck),Ozzy Osbourne,hard-rock,169.916,0.869,0.316
High Enough,Damn Yankees,hard-rock,81.814,0.537,0.273
Monster,Reckless Love,hard-rock,109.024,0.822,0.586
Alone Again,Dokken,hard-rock,156.727,0.612,0.298
Rocket Queen,Guns N Roses,hard-rock,111.705,0.945,0.448
Blaze Of Glory,Jon Bon Jovi,hard-rock,78.797,0.704,0.541
Every Rose Has Its Thorn,Poison,hard-rock,140.367,0.704,0.459
Against The Wind,Bob Seger,hard-rock,109.618,0.771,0.674
Shot in the Dark,Ozzy Osbourne,hard-rock,123.887,0.791,0.581
Hard Skool,Guns N Roses,hard-rock,166.053,0.974,0.364
Di-Sk8 Eu Vou,Charlie Brown Jr.,hard-rock,97.563,0.804,0.784
Ride The Lightning - Remastered,Metallica,hard-rock,149.312,0.975,0.257
Nobody's Fool,Cinderella,hard-rock,67.197,0.445,0.367
Dancing With Myself,Billy Idol,hard-rock,176.568,0.696,0.51
Blood Brothers - 2015 Remaster,Iron Maiden,hard-rock,182.679,0.809,0.243
Fight Fire With Fire - Remastered,Metallica,hard-rock,90.791,0.988,0.283
Lutar Pelo Que E Meu,Charlie Brown Jr.,hard-rock,94.089,0.956,0.577
Não Termina Assim,Dead Fish,hard-rock,103.68,0.951,0.316
Ultraviolento,Los Miserables,hard-rock,90.064,0.827,0.587
333,Charlie Brown Jr.,hard-rock,124.014,0.946,0.603
Take Me Home Tonight,Eddie Money,hard-rock,132.699,0.768,0.608
Usted Y Su Ambición,Los Prisioneros,hard-rock,123.992,0.735,0.751
Leave Me Alone,Fun People,hard-rock,149.456,0.78,0.437
Mas Vó...,Raimundos,hard-rock,137.957,0.838,0.582
Green Goes,Charlie Brown Jr.,hard-rock,95.0,0.79,0.779
12 Com Dezoito,Planet Hemp,hard-rock,112.727,0.875,0.424
Hip Hop Rio,Planet Hemp,hard-rock,103.63,0.962,0.817
Ruidos,BBS Paranoicos,hard-rock,193.146,0.933,0.224
Heartless Madness,Dynazty,hard-rock,153.061,0.942,0.429
Me Deixa - Ao Vivo,Charlie Brown Jr.,hard-rock,126.359,0.952,0.389
Minha Vida E Rock 'N' Roll,Made In Brazil,hard-rock,121.782,0.765,0.599
"Malungo (feat. Jorge Ben Jor, Fred 04, Marcelo D2 & Falcão)",Chico Science,hard-rock,119.357,0.843,0.719
El Mariachi - Ao Vivo | Acústico,Raimundos,hard-rock,92.591,0.93,0.533
Puteiro Em João Pessoa - Ao Vivo | Acústico,Raimundos,hard-rock,129.216,0.971,0.465
Forever and One (Neverland),Helloween,hard-rock,185.66,0.726,0.176
Easy,Faith No More,hard-rock,124.724,0.554,0.506
God Is Dead?,Black Sabbath,hard-rock,120.012,0.726,0.379
Hole In My Soul,Aerosmith,hard-rock,75.427,0.701,0.465
House of Pain,Faster Pussycat,hard-rock,121.323,0.727,0.508
Ten Years Gone - Remaster,Led Zeppelin,hard-rock,76.872,0.416,0.545
You Really Got Me - 2015 Remaster,Van Halen,hard-rock,138.18,0.946,0.454
Hush - 1998 Remaster,Deep Purple,hard-rock,108.431,0.635,0.57
Vampiregirl,9mm Parabellum Bullet,hard-rock,159.829,0.934,0.378
Stiff Upper Lip,AC/DC,hard-rock,123.691,0.851,0.588
Welcome Home (Sanitarium) - Remastered,Metallica,hard-rock,96.668,0.766,0.306
Senhor Do Tempo - Ao Vivo,Charlie Brown Jr.,hard-rock,102.697,0.744,0.594
Não Viva Em Vão - Versão Acústica,Charlie Brown Jr.,hard-rock,90.048,0.518,0.677
Me Encontra - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,99.117,0.969,0.419
Pontes Indestrutíveis - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,93.061,0.883,0.543
Submersa,Pitty,hard-rock,120.022,0.866,0.565
CBJR é minha vida!,Charlie Brown Jr.,hard-rock,115.877,0.914,0.49
Existência,Pense,hard-rock,112.012,0.988,0.569
Vientos,Fun People,hard-rock,164.111,0.715,0.261
8 Ou 80,Pitty,hard-rock,123.979,0.913,0.575
Marie-Louise,Zebulon,hard-rock,165.519,0.759,0.574
Eve-Evelyn,Los Prisioneros,hard-rock,154.575,0.958,0.65
Computadores Fazem Arte,Chico Science,hard-rock,119.902,0.596,0.675
Hoje Eu Acordei Feliz,Charlie Brown Jr.,hard-rock,129.765,0.951,0.314
Matkalla Alabamaan,Popeda,hard-rock,145.686,0.879,0.415
Boulevard of Broken Dreams,Hanoi Rocks,hard-rock,137.28,0.924,0.421
Living After Midnight,Judas Priest,hard-rock,134.992,0.824,0.61
Tu Alma Mía / Adelita,Todos Tus Muertos,hard-rock,116.327,0.464,0.546
Exijo Ser Un Héroe,Los Prisioneros,hard-rock,136.101,0.513,0.819
Onde Esta O Mundo Bom? (Living L.A.),Charlie Brown Jr.,hard-rock,112.11,0.992,0.55
Sanatorio,BBS Paranoicos,hard-rock,160.051,0.926,0.458
Papo Reto (Prazer É Sexo O Resto É Negócio),Charlie Brown Jr.,hard-rock,101.069,0.985,0.639
Dubmundos - Ao Vivo | Acústico,Raimundos,hard-rock,97.052,0.904,0.607
"Papo Reto (Prazer é Sexo, o Resto é Negócio) - Ao Vivo - Chegou Quem Faltava",Charlie Brown Jr.,hard-rock,110.337,0.979,0.366
Selim - Ao Vivo | Acústico,Raimundos,hard-rock,111.542,0.74,0.328
Fly Away From Here,Aerosmith,hard-rock,142.091,0.686,0.387
The Day I Met You,Lillian Axe,hard-rock,104.973,0.291,0.529
After All These Years,Journey,hard-rock,127.618,0.585,0.411
Alles erreichen,Kind Kaputt,hard-rock,187.344,0.969,0.491
Why Can't This Be Love,Van Halen,hard-rock,88.236,0.626,0.531
The Mob Rules (2021 Mix),Black Sabbath,hard-rock,144.712,0.96,0.302
Perigo,Medulla,hard-rock,121.941,0.738,0.689
The Wicker Man - 2015 Remaster,Iron Maiden,hard-rock,101.502,0.98,0.424
Eterno Retorno,Medulla,hard-rock,113.943,0.477,0.604
Days Of Future Past,Iron Maiden,hard-rock,92.466,0.92,0.433
Vivendo Nesse Absurdo,Charlie Brown Jr.,hard-rock,76.764,0.75,0.215
"Mighty Wings - From ""Top Gun"" Original Soundtrack",Cheap Trick,hard-rock,158.071,0.937,0.467
Sem Medo Da Escuridão,Charlie Brown Jr.,hard-rock,112.995,0.937,0.7
A Arte de Fazer Inimigos,Gloria,hard-rock,140.022,0.964,0.566
Punaista Ja Makeaa,Popeda,hard-rock,77.863,0.321,0.434
La Noche,Los Prisioneros,hard-rock,68.205,0.585,0.309
Flight of Icarus - 2015 Remaster,Iron Maiden,hard-rock,110.455,0.917,0.368
Reel Around the Fountain,Fun People,hard-rock,127.902,0.652,0.573
Sonífera ilha,Titãs,hard-rock,146.627,0.809,0.619
¿Por Qué No Se Van?,Los Prisioneros,hard-rock,152.153,0.796,0.755
Exitus,Böhse Onkelz,hard-rock,74.991,0.796,0.423
Paramar (En Vivo),Los Prisioneros,hard-rock,137.382,0.838,0.449
Aa uu,Titãs,hard-rock,135.699,0.745,0.698
Ela Vai Voltar (Todos os Defeitos de uma Mulher Perfeita) - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,104.238,0.917,0.52
Rock Star - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,81.199,0.981,0.45
Eugenia,Fiskales Ad-Hok,hard-rock,157.168,0.955,0.261
Talvez A Metade Do Caminho,Charlie Brown Jr.,hard-rock,92.125,0.972,0.56
Tahdotko Mut Tosiaan,Popeda,hard-rock,93.037,0.849,0.384
Deutschland im Herbst,Böhse Onkelz,hard-rock,180.257,0.842,0.34
Kersantti Karoliina,Popeda,hard-rock,128.027,0.925,0.637
Maracatu de Tiro Certeiro,Chico Science,hard-rock,102.705,0.813,0.569
O Côro Vai Comê,Charlie Brown Jr.,hard-rock,147.602,0.838,0.713
Ouviu-Se Falar - Extra - Turne Internacional,Charlie Brown Jr.,hard-rock,89.384,0.95,0.335
Comigo ninguém tira onda,Charlie Brown Jr.,hard-rock,138.065,0.968,0.563
Wir schreiben Geschichte - Bonus Track,Böhse Onkelz,hard-rock,132.019,0.676,0.594
A Casa Em Frente Ao Cemitério,Matanza,hard-rock,126.078,0.945,0.553
Quando Bebe Desse Jeito,Matanza,hard-rock,188.931,0.995,0.366
Bê a Bá - Ao Vivo | Acústico,Raimundos,hard-rock,161.703,0.916,0.358
Wir sind immer für euch da,Böhse Onkelz,hard-rock,151.492,0.875,0.328
All The Way Up (feat. Infared),Fat Joe,hardcore,117.139,0.721,0.536
Se Acabo (feat. Method Man) - Remix,The Beatnuts,hardcore,96.97,0.519,0.935
Hypnotize - 2014 Remaster,The Notorious B.I.G.,hardcore,93.941,0.697,0.901
X Gon' Give It To Ya,DMX,hardcore,95.027,0.899,0.761
Impossible,I Am King,hardcore,89.966,0.758,0.455
Big Poppa - 2005 Remaster,The Notorious B.I.G.,hardcore,84.492,0.575,0.78
Bladow!!,Busta Rhymes,hardcore,88.316,0.705,0.765
Niggaz 4 Life,N.W.A.,hardcore,93.112,0.858,0.809
What You Want,Mase,hardcore,93.761,0.72,0.838
Hypnotize,The Notorious B.I.G.,hardcore,93.94,0.694,0.895
One More Chance - Hip Hop Mix,The Notorious B.I.G.,hardcore,90.941,0.863,0.886
How To Roll A Blunt,Redman,hardcore,184.208,0.66,0.644
Pioneer the Frontier,Wu-Tang Clan,hardcore,82.004,0.847,0.668
Feel So Good,Mase,hardcore,105.155,0.703,0.822
Put Your Hands Where My Eyes Could See,Busta Rhymes,hardcore,99.493,0.63,0.916
Will They Die for You,Mase,hardcore,102.771,0.736,0.655
Welcome Back,Mase,hardcore,88.426,0.744,0.764
The Violence,Rise Against,hardcore,183.983,0.921,0.296
Making Christmas,Rise Against,hardcore,163.912,0.97,0.515
The Taste of Ink,The Used,hardcore,98.064,0.908,0.533
Hypnotize - 2007 Remaster,The Notorious B.I.G.,hardcore,93.944,0.694,0.895
Crimewave,Crystal Castles,hardcore,119.982,0.691,0.746
Big Poppa - 2007 Remaster,The Notorious B.I.G.,hardcore,84.5,0.671,0.765
Poppin' Them Thangs,G-Unit,hardcore,88.022,0.753,0.768
NY Se Mumbai,Nas,hardcore,104.989,0.833,0.752
Vanished,Crystal Castles,hardcore,119.98,0.868,0.713
N.Y. State of Mind,Nas,hardcore,84.099,0.91,0.665
Fuck Tha Police,N.W.A.,hardcore,98.691,0.75,0.859
Hail Mary,Makaveli,hardcore,81.593,0.636,0.696
Touch It,Busta Rhymes,hardcore,138.335,0.551,0.658
Lean Back,Terror Squad,hardcore,95.321,0.916,0.783
"Shook Ones, Pt. II",Mobb Deep,hardcore,93.857,0.786,0.763
My Name (feat. Eminem & Nate Dogg),Xzibit,hardcore,85.873,0.738,0.842
Return of the Tres,Delinquent Habits,hardcore,100.609,0.8,0.725
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,hardcore,180.985,0.549,0.479
Straight Outta Compton,N.W.A.,hardcore,102.848,0.878,0.834
Savior,Rise Against,hardcore,112.49,0.932,0.554
Survival of the Fittest,Mobb Deep,hardcore,94.828,0.703,0.813
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,hardcore,104.536,0.884,0.845
Juicy - 2005 Remaster,The Notorious B.I.G.,hardcore,96.063,0.818,0.889
Where The Hood At,DMX,hardcore,186.151,0.948,0.537
Return Of The Tres,Delinquent Habits,hardcore,100.578,0.808,0.725
Real Hip-Hop - Pete Rock Remix,Das EFX,hardcore,93.08,0.869,0.727
Real Hip-Hop,Das EFX,hardcore,93.083,0.76,0.858
X Gon' Give It To Ya - Int'l Bonus track,DMX,hardcore,95.073,0.825,0.754
Proud to Be Black,Run–D.M.C.,hardcore,170.065,0.734,0.832
I Shot Ya - Remix,LL COOL J,hardcore,174.207,0.837,0.54
Foe Life,Mack 10,hardcore,91.052,0.687,0.913
It's Been A Long Time,Rakim,hardcore,88.67,0.579,0.841
Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,hardcore,78.61,0.501,0.604
No More ?'s,Eazy-E,hardcore,105.663,0.652,0.958
Me And My Girlfriend,Makaveli,hardcore,85.95,0.893,0.828
Boyz-N-The-Hood,Eazy-E,hardcore,87.691,0.479,0.785
Regulate,Warren G,hardcore,95.285,0.583,0.858
93 'Til Infinity,Souls Of Mischief,hardcore,206.247,0.672,0.59
The Message,Nas,hardcore,178.422,0.543,0.614
"Beamer, Benz, Or Bentley",Lloyd Banks,hardcore,159.963,0.671,0.652
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,hardcore,93.908,0.564,0.879
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,hardcore,91.771,0.682,0.831
Ruff Ryders' Anthem,DMX,hardcore,90.991,0.577,0.88
Nas Is Like,Nas,hardcore,94.0,0.845,0.634
King Tee's Beer Stand,King Tee,hardcore,100.313,0.603,0.894
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",The Notorious B.I.G.,hardcore,106.328,0.628,0.833
Shit Hits The Fan,Obie Trice,hardcore,91.984,0.9,0.786
Gangsta Nation,Westside Connection,hardcore,95.05,0.7,0.843
E. Coli (feat. Earl Sweatshirt),The Alchemist,hardcore,96.019,0.555,0.322
Caterpillar (feat. Eminem & King Green),Royce Da 59,hardcore,91.08,0.745,0.706
Insane in the Brain,Cypress Hill,hardcore,102.304,0.611,0.897
Selamanya,Thirteen,hardcore,115.025,0.952,0.5
Break Ya Neck,Busta Rhymes,hardcore,83.011,0.809,0.82
When I B On Tha Mic,Rakim,hardcore,95.941,0.484,0.836
Notorious Thugs - 2014 Remaster,The Notorious B.I.G.,hardcore,154.914,0.873,0.704
Party Up,DMX,hardcore,201.936,0.931,0.51
Omong Kosong,Seringai,hardcore,100.596,0.816,0.526
Burn,Crown The Empire,hardcore,153.959,0.843,0.444
Listen!!! - Radio Edit,Talib Kweli,hardcore,98.046,0.794,0.719
Recognize,The LOX,hardcore,92.025,0.778,0.748
Dilarang Di Bandung,Seringai,hardcore,132.499,0.898,0.587
"Money, Power & Respect - Club Mix",The LOX,hardcore,95.48,0.745,0.703
Lean Back - NGHTMRE Remix,Terror Squad,hardcore,101.963,0.943,0.74
Corps Of Corpses,Hawthorne Heights,hardcore,146.959,0.913,0.399
"Unstoppable - From The ""He Got Game"" Soundtrack",Public Enemy,hardcore,91.997,0.644,0.895
Holiday in Cambodia - Single Version,Dead Kennedys,hardcore,197.706,0.924,0.135
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,hardcore,85.996,0.759,0.648
Se Acabo,The Beatnuts,hardcore,96.973,0.527,0.937
Sound of da Police,KRS-One,hardcore,94.984,0.95,0.794
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,hardcore,93.955,0.707,0.835
Hold Ya Head,The Notorious B.I.G.,hardcore,79.857,0.564,0.695
The World Is Yours,Nas,hardcore,87.374,0.794,0.678
Ms. Fat Booty,Mos Def,hardcore,90.438,0.589,0.782
Wave Gods,Nas,hardcore,87.129,0.938,0.601
Snitch,Obie Trice,hardcore,90.008,0.807,0.781
Chin Check,N.W.A.,hardcore,100.054,0.775,0.906
Notorious Thugs (feat. Bone Thugs-n-Harmony) - 2007 Remaster,The Notorious B.I.G.,hardcore,154.875,0.782,0.738
All The Way Up (Remix),Fat Joe,hardcore,98.013,0.894,0.671
EPMD 2 (feat. Eminem & EPMD),Nas,hardcore,94.566,0.83,0.689
I Hate Everything (feat. Action Bronson),The Alchemist,hardcore,153.022,0.6,0.508
Twinz (feat. Fat Joe),Big Pun,hardcore,94.971,0.764,0.633
Party We Will Throw Now!,Warren G,hardcore,96.792,0.562,0.934
Get Money,Junior M.A.F.I.A.,hardcore,91.224,0.828,0.736
Deadly Combination (feat. 2Pac),Big L,hardcore,91.477,0.513,0.902
Under The Knife,Rise Against,hardcore,104.345,0.984,0.572
Pistol Pistol (Remix),Obie Trice,hardcore,86.03,0.848,0.795
Without a Choice,Useless ID,hardcore,197.167,0.991,0.463
She's a Pro,Black Rob,hardcore,97.045,0.871,0.799
Party and Bullshit - 2008 Remaster,The Notorious B.I.G.,hardcore,200.817,0.862,0.433
Warrior Part 2,Lloyd Banks,hardcore,172.156,0.893,0.716
Keep The Beat,Eric B. & Rakim,hardcore,89.346,0.64,0.846
Boox,Dj Promo,hardcore,164.948,0.518,0.719
Throw Ya Gunz,Onyx,hardcore,94.015,0.686,0.821
Y'all Know Who Killed Him,Black Rob,hardcore,168.317,0.749,0.573
Down the Line Joint,Black Rob,hardcore,94.279,0.723,0.779
Whoa!,Black Rob,hardcore,86.401,0.705,0.737
Positively Positive,Good Clean Fun,hardcore,111.277,0.938,0.372
For Ya Mind,Guru,hardcore,119.697,0.676,0.662
They Reminisce over You,Pete Rock,hardcore,101.793,0.683,0.755
Mistadobalina,Del The Funky Homosapien,hardcore,99.602,0.746,0.848
Dr. Bombay - Remix,Del The Funky Homosapien,hardcore,96.042,0.868,0.795
Dead Wrong (feat. Eminem) - 2007 Remaster,The Notorious B.I.G.,hardcore,82.122,0.895,0.648
Juicy - 2007 Remaster,The Notorious B.I.G.,hardcore,96.067,0.816,0.873
There It Go (The Whistle Song),Juelz Santana,hardcore,100.007,0.892,0.942
Da Enemy,D.I.T.C.,hardcore,174.201,0.839,0.647
Mama Said Knock You Out,LL COOL J,hardcore,102.382,0.759,0.791
Life's a Bitch (feat. AZ & Olu Dara),Nas,hardcore,90.001,0.734,0.775
Ether,Nas,hardcore,76.352,0.831,0.573
"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",M.O.P.,hardcore,94.089,0.894,0.68
Bow Down,Westside Connection,hardcore,92.885,0.455,0.892
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,hardcore,94.191,0.662,0.721
Represent,Nas,hardcore,92.428,0.832,0.708
Da Rockwilder,Method Man,hardcore,99.137,0.659,0.612
Fresh New Kicks,Dimitri K,hardcore,104.864,0.948,0.613
Hell on Earth (Front Lines),Mobb Deep,hardcore,92.038,0.658,0.875
Still Not a Player (Remix) - Radio Version,Big Pun,hardcore,94.071,0.574,0.9
On Fire,Lloyd Banks,hardcore,94.857,0.825,0.759
Prayer Of The Refugee,Rise Against,hardcore,195.795,0.977,0.198
Get Down - Q-Tip Remix,Craig Mack,hardcore,94.267,0.59,0.743
Flava in Ya Ear,Craig Mack,hardcore,90.032,0.541,0.762
Stay True,Thug Life,hardcore,104.099,0.746,0.899
Flava in Ya Ear - Remix,Craig Mack,hardcore,177.377,0.847,0.52
Le Pertenezco a Tus Ojos,Eterna Inocencia,hardcore,138.793,0.928,0.309
Tragedi,Seringai,hardcore,82.509,0.895,0.58
Nuestras Fronteras,Eterna Inocencia,hardcore,140.017,0.937,0.405
Program Party Seringai,Seringai,hardcore,94.991,0.8,0.648
This D.J.,Warren G,hardcore,92.034,0.505,0.804
Boyz-N-The-Hood - Remix,Eazy-E,hardcore,87.807,0.496,0.86
G.O.A.T. (feat. Ty Dolla $ign & Bella Alubo),The Notorious B.I.G.,hardcore,66.488,0.594,0.656
Gangsta Gangsta,N.W.A.,hardcore,98.104,0.698,0.894
Can I Kick It?,A Tribe Called Quest,hardcore,96.662,0.666,0.848
Airplanes (Freestyle),Royce Da 59,hardcore,93.106,0.877,0.586
Passin' Me By,The Pharcyde,hardcore,87.059,0.756,0.759
Call 9-1-1,Westside Connection,hardcore,77.91,0.884,0.751
Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,The Notorious B.I.G.,hardcore,101.35,0.826,0.904
Kosong,Thirteen,hardcore,74.988,0.996,0.498
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Wu-Tang Clan,hardcore,102.011,0.552,0.817
Die for Something,D-Ceptor,hardcore,180.07,0.981,0.402
"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)",Wu-Tang Clan,hardcore,99.131,0.566,0.826
Alles Kan Kapot - Radio Edit,Rizer,hardcore,160.261,0.958,0.393
6 'n the Mornin',ICE-T,hardcore,91.919,0.745,0.823
Drunk On A Bike,SNFU,hardcore,113.174,0.962,0.281
Pretty Good Year,The Loved Ones,hardcore,133.558,0.942,0.52
Just Rhymin' with Biz,Biz Markie,hardcore,93.655,0.898,0.876
New Jack Hustler (Nino's Theme),ICE-T,hardcore,109.319,0.859,0.83
Kill the Noise - Rude Convict Remix,E-Force,hardcore,160.091,0.966,0.568
Ultimate Devotion,Strung Out,hardcore,109.165,0.96,0.46
Right About Now,Millencolin,hardcore,107.687,0.99,0.439
Cuando Pasan las Madrugadas,Eterna Inocencia,hardcore,163.872,0.949,0.231
A Elsa y Juan,Eterna Inocencia,hardcore,98.948,0.958,0.477
No bien abran las flores,Eterna Inocencia,hardcore,129.999,0.726,0.567
Juicy,The Notorious B.I.G.,hardcore,97.437,0.767,0.887
You Know,Funk Flex,hardcore,125.024,0.585,0.891
Tragedy,Being As An Ocean,hardcore,163.893,0.707,0.464
Put It On,Big L,hardcore,179.817,0.62,0.711
Hands Up,Lloyd Banks,hardcore,95.0,0.878,0.799
It Ain't Hard to Tell,Nas,hardcore,91.376,0.729,0.69
Jordan,From Alaska,hardcore,119.954,0.942,0.548
Terrorist Threats,Westside Connection,hardcore,93.998,0.919,0.822
Switchez,Eazy-E,hardcore,93.019,0.874,0.895
Hip Hop Hooray,Naughty By Nature,hardcore,99.2,0.642,0.862
"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",Funk Flex,hardcore,188.625,0.941,0.57
Tal Vez,Peor es Nada,hardcore,158.173,0.599,0.222
Retrato,Flamman & Abraxas,hardcore,108.357,0.618,0.784
Just a Friend,Biz Markie,hardcore,85.298,0.663,0.866
The Animal and the Machine,Strung Out,hardcore,129.936,0.974,0.37
Nobody Beats the Biz,Biz Markie,hardcore,97.219,0.772,0.806
Pra Não Ter Que Enxergar Onde Errei,Bullet Bane,hardcore,95.006,0.758,0.574
History's Stranglers,The Bronx,hardcore,97.93,0.991,0.394
He Was a Jazzman,The Flatliners,hardcore,138.119,0.917,0.42
On the Outside,No Use For A Name,hardcore,108.113,0.99,0.435
Akselerasi Maksimum,Seringai,hardcore,95.301,0.969,0.479
Viejas Esperanzas,Eterna Inocencia,hardcore,197.98,0.963,0.326
Aging Orange,The Vandals,hardcore,179.845,0.983,0.283
Eazy-Duz-It,Eazy-E,hardcore,90.939,0.587,0.818
Not In Love - Radio Version,Crystal Castles,hardcore,135.902,0.98,0.477
Game Changer,Hysta,hardcore,100.368,0.956,0.434
Shadowboxin',GZA,hardcore,92.09,0.642,0.704
Rare,Nas,hardcore,78.025,0.851,0.498
Hate Me Now (feat. Diddy),Nas,hardcore,90.0,0.77,0.678
Ten Crack Commandments - 2014 Remaster,The Notorious B.I.G.,hardcore,173.497,0.85,0.612
Dead Wrong (feat. Eminem) - 2005 Remaster,The Notorious B.I.G.,hardcore,82.228,0.92,0.682
